lahmanid,playerid,managerid,hofid,birthyear,birthmonth,birthday,birthcountry,birthstate,birthcity,deathyear,deathmonth,deathday,deathcountry,deathstate,deathcity,namefirst,namelast,namenote,namegiven,namenick,weight,height,bats,throws,debut,finalgame,college,lahman40id,lahman45id,retroid,holtzid,bbrefid
7882,lamabja01,,,1936.0,10.0,3.0,США,Нью-Йорк,Фармингтон,,,,,,,Джек,Ламабе,,Джон Александр,,198.0,73.0,R,R,4/17/1962,9/22/1968,,lamabja01,lamabja01,lamaj101,lamabja01,lamabja01
7886,lamanfr01,,,1906.0,9.0,30.0,США,ИЛ,Оглесби,1971.0,8.0,4.0,США,ИЛ,Олни,Франк,Ламанске,,Франк Джеймс,Левша,170.0,71.0,"Hello, how can I help you today? Please provide me with the text that needs to be translated from English to Russian.","Hello, how can I help you today? Please provide me with the text that needs to be translated from English to Russian.",4/27/1935,5/1/1935,,lamanfr01,lamanfr01,lamaf101,lamanfr01,lamanfr01
7889,lambda01,,,1975.0,6.0,6.0,США,Калифорния,Западные холмы,,,,,,,Давид,Ягненок,,,,165.0,74.0,В.,R,4/12/1999,9/29/2002,Иоуа Уэстерн Си Си,lambda01,lambda01,lambd001,lambda01,lambda01
7890,lambjo01,,,1946.0,7.0,20.0,США,КТ,Шарон,,,,,,,Джон,Ягненок,,Джон Эндрю,,180.0,75.0,R,R,8/12/1970,9/21/1973,,lambjo01,lambjo01,lambj101,lambjo01,lambjo01
7910,landgr01,,,1884.0,9.0,22.0,США,КЕ,Франкфорт,1958.0,7.0,22.0,США,АЗ,Финикс,Грувер,Земля,,Гровер Кливленд,,190.0,72.0,R,R,9/2/1908,9/25/1915,,landgr01,landgr01,landg101,landgr01,landgr01
7917,landrke01,,,1954.0,12.0,22.0,США,Калифорния,Лос-Анджелес,,,,,,,Кен,Ландрео,,Кеннет Фрэнсис,,165.0,70.0,"Hello, how can I help you today? Please provide me with the text that needs to be translated from English to Russian.",R,9/11/1977,10/4/1987,Аризона,landrke01,landrke01,landk001,landrke01,landrke01
7923,landrje01,,,1912.0,7.0,31.0,США,ТХ,Крокетт,1983.0,6.0,27.0,США,ТХ,Бемонт,Джессе,Ландрум,,Джесси Гленн,,175.0,71.0,R,R,4/26/1938,5/11/1938,,landrje01,landrje01,landj102,landrje01,landrje01
7925,landrti01,,,1954.0,10.0,25.0,США,МО,Джоплин,,,,,,,Тито,Ландрум,,Тэри Ли,,175.0,71.0,R,R,7/23/1980,5/9/1988,Оклахома Стейт,landrti01,landrti01,landt001,landrti01,landrti01
7942,langsbo01,,,1865.0,8.0,5.0,США,КЕ,Луизвилл,1907.0,1.0,10.0,США,КЕ,Луизвилл,Боб,Ланзфорд,Роберт Хьюго Ленксворт,Роберт Уильям,,168.0,67.0,R,R,6/18/1899,6/18/1899,,langsbo01,langsbo01,langb101,langsbo01,langsbo01
7962,lappja01,,,1884.0,9.0,10.0,США,ПА,Фразер,1920.0,2.0,6.0,США,ПА,Филиадельфиа,Джек,Лапы,,Джон Уокер,,160.0,68.0,"Hello, how can I help you today? Please provide me with the text that needs to be translated from English to Russian.",R,9/11/1908,10/1/1916,,lappja01,lappja01,lappj101,lappja01,lappja01
7978,laroqsa01,,,1863.0,2.0,26.0,КАН,ПК,Святой Матфей,1933.0,6.0,5.0,США,МИ,Высокий парк,Сам,Ларрок,,Симон Генри Жан,,190.0,71.0,R,R,7/30/1888,5/31/1891,,laroqsa01,laroqsa01,laros101,laroqsa01,laroqsa01
7981,larosha01,,,1888.0,1.0,2.0,США,ПА,Восточон,1954.0,3.0,22.0,США,ИЛ,Чикаго,Гарри,ЛаРосс,,Гарри Рэймонд,Спайк,170.0,71.0,R,R,6/24/1914,7/23/1914,,larosha01,larosha01,laroh101,larosha01,larosha01
7990,laryly01,,,1906.0,1.0,28.0,США,Калифорния,Армона,1973.0,1.0,9.0,США,Калифорния,Доуни,Линн,Лари,,Линфорд Хобарт,Бродвей,165.0,72.0,R,R,5/11/1929,8/7/1940,,laryly01,laryly01,laryl101,laryly01,laryly01
7992,laskebi01,,,1957.0,12.0,20.0,США,ОХ,Толедо,,,,,,,Билл,Ласкей,,Уильям Алан,,190.0,77.0,R,R,4/23/1982,8/13/1988,Кент,laskebi01,laskebi01,laskb001,laskebi01,laskebi01
7998,lathach01,,,1973.0,5.0,26.0,США,Какой-то ID?,Сердце Алене,,,,,,,Крис,Латем,,Крости́н Джо́сеф,,195.0,72.0,В.,R,4/12/1997,4/18/2003,,lathach01,lathach01,lathc001,lathach01,lathach01
8005,lauch01,,,1933.0,4.0,12.0,США,МИ,Ром,1984.0,3.0,18.0,США,ФЛ,Кей-Колони-Бич,Чарли,Лау,,Шарль Ричард,,190.0,72.0,"Hello, how can I help you today? Please provide me with the text that needs to be translated from English to Russian.",R,9/12/1956,9/29/1967,,lauch01,lauch01,lau-c101,lauch01,lauch01
8014,lavando01,,,1890.0,10.0,28.0,США,МИ,Гранд-Рапиды,1952.0,5.0,29.0,США,МИ,Детройт,Документ,Лаван,נולד Джон Леонард Лавен,Джон Леонард,,151.0,68.0,R,R,6/22/1913,5/4/1924,,lavando01,lavando01,lavad101,lavando01,lavando01
8021,lawva01,,,1956.0,10.0,1.0,США,Какой-то ID?,Боис,,,,,,,Ванс,Закон,,Ванс Аарон,Длинный рукав Закона,185.0,74.0,R,R,6/1/1980,10/6/1991,Бригам Янг,lawva01,lawva01,law-v001,lawva01,lawva01
8033,lawsoal01,,,1869.0,3.0,24.0,Англия,,Лондон,1954.0,11.0,29.0,США,ТХ,Сан-Антонио,Ал,Ласон,,Альфред Уильям,,161.0,71.0,R,R,5/13/1890,6/2/1890,,lawsoal01,lawsoal01,lawsa101,lawsoal01,lawsoal01
8036,lawsost01,,,1950.0,12.0,28.0,США,Калифорния,Оукленд,,,,,,,Стив,Ласон,,Стивен Джордж,,175.0,73.0,R,"Hello, how can I help you today? Please provide me with the text that needs to be translated from English to Russian.",8/3/1972,10/4/1972,,lawsost01,lawsost01,lawss101,lawsost01,lawsost01
8050,lazzeto01,,lazzeto01h,1903.0,12.0,6.0,США,Калифорния,Сан-Франциско,1946.0,8.0,6.0,США,Калифорния,Сан-Франциско,Тони,Лаззери,,Энтони Майкл,"Поощри их, Тони.",170.0,71.0,R,R,4/13/1926,6/7/1939,,lazzeto01,lazzeto01,lazzt101,lazzeto01,lazzeto01
8062,learki01,,,1891.0,1.0,23.0,США,ПА,Гринкастл,1976.0,10.0,31.0,США,ПА,Уэйнсборо,Король,Ур,,Чарльз Бернард,,175.0,72.0,R,R,5/2/1914,9/29/1915,,learki01,learki01,leark101,learki01,learki01
8065,learyja01,,,1857.0,7.0,,США,КТ,Нью-Хейвен,,,,,,,Джек,Лери,,Джон Дж.,,186.0,71.0,,"Hello, how can I help you today? Please provide me with the text that needs to be translated from English to Russian.",8/21/1880,7/5/1884,,learyja01,learyja01,learj102,learyja01,learyja01
8075,ledesaa01,,,1971.0,6.0,3.0,США,Калифорния,Union-Сити,,,,,,,Аарон,Лещина,,Аарон Дэвид,,200.0,74.0,R,R,7/2/1995,6/10/2000,Чабо ЖК,ledesaa01,ledesaa01,ledea001,ledesaa01,ledesaa01
8076,ledwimi01,,,,,,,,,1929.0,1.0,2.0,США,Нью-Йорк,Брукс,Майк,Ледвиц,,Майкл,,,,,,8/19/1874,8/19/1874,,ledwimi01,ledwimi01,ledwm101,ledwimi01,ledwimi01
8086,leede02,,,1975.0,9.0,6.0,США,Калифорния,Сакраменто,,,,,,,Деррик,Ли,,Деррик Леон,Д-Ле,245.0,77.0,R,R,4/28/1997,,,leede02,leede02,lee-d002,leede02,leede02
8088,leedu01,,,1899.0,8.0,22.0,США,К,Денвер,1971.0,1.0,7.0,США,К,Денвер,"Извините, но я не понимаю ваш запрос. Пожалуйста, уточните, что именно вы хотите перевести?",Ли,А.К. Эренст Дадли Ин 1920-21,Эрнест Холфорд,,150.0,69.0,"Hello, how can I help you today? Please provide me with the text that needs to be translated from English to Russian.",R,10/3/1920,4/14/1926,,leedu01,leedu01,lee-d101,leedu01,leedu01
8090,leele01,,,1860.0,12.0,13.0,США,МО,Сент-Луис,1912.0,6.0,11.0,США,НГ,Хендерсонвилл,Леонидас,Ли,родившийся Леонidas Пирр Хоуспхаусер,Леонид Пирров,,,,,,7/17/1877,,,leele01,leele01,lee-l102,leele01,leele01
8099,leeth01,,,1906.0,9.0,13.0,США,Калифорния,Сонома,1997.0,6.0,9.0,США,АЗ,Тусон,Торнтон,Ли,,Тёрнтон Старр,Левша,205.0,75.0,"Hello, how can I help you today? Please provide me with the text that needs to be translated from English to Russian.","Hello, how can I help you today? Please provide me with the text that needs to be translated from English to Russian.",9/19/1933,6/18/1948,,leeth01,leeth01,lee-t101,leeth01,leeth01
8101,leetr01,,,1975.0,5.0,26.0,США,Калифорния,Сан-Диего,,,,,,,Трэвис,Ли,,,,205.0,75.0,"Hello, how can I help you today? Please provide me with the text that needs to be translated from English to Russian.","Hello, how can I help you today? Please provide me with the text that needs to be translated from English to Russian.",3/31/1998,9/1/2006,,leetr01,leetr01,lee-t002,leetr01,leetr01
8104,leepeda01,,,1959.0,10.0,30.0,США,Калифорния,Санта-Ана,,,,,,,Дэйв,Липер,,Дэвид Дейл,,170.0,71.0,"Hello, how can I help you today? Please provide me with the text that needs to be translated from English to Russian.","Hello, how can I help you today? Please provide me with the text that needs to be translated from English to Russian.",9/10/1984,10/6/1985,ТЦС,leepeda01,leepeda01,leepd001,leepeda01,leepeda01
8121,lehnepa01,,,1920.0,7.0,1.0,США,АЛ,Доломит,1967.0,12.0,27.0,США,АЛ,Бирмингем,Пау́л,Лехнер,,Павел Евгений,"Ореховые землю, Гулливера",160.0,69.0,"Hello, how can I help you today? Please provide me with the text that needs to be translated from English to Russian.","Hello, how can I help you today? Please provide me with the text that needs to be translated from English to Russian.",9/10/1946,6/30/1952,,lehnepa01,lehnepa01,lehnp101,lehnepa01,lehnepa01
8129,leighjo01,,,1861.0,10.0,4.0,США,МА,Пебди,1956.0,10.0,31.0,США,МА,Линн,Джон,Лейтон,,Джон Аткинсон,,170.0,71.0,"Hello, how can I help you today? Please provide me with the text that needs to be translated from English to Russian.","Hello, how can I help you today? Please provide me with the text that needs to be translated from English to Russian.",7/12/1890,7/20/1890,,leighjo01,leighjo01,leigj101,leighjo01,leighjo01
8131,leiped01,,,1910.0,11.0,29.0,США,НГ,Трентон,1983.0,11.0,24.0,США,ФЛ,Зефирхиллз,Эд,Лейп,,Эдгар Эллисворт,,160.0,69.0,R,R,9/16/1939,4/30/1942,,leiped01,leiped01,leipe101,leiped01,leiped01
8132,leipeda01,,,1962.0,6.0,18.0,США,Калифорния,Уиттиер,,,,,,,Дэйв,Лейпер,,Дэвид Пол,,160.0,73.0,"Hello, how can I help you today? Please provide me with the text that needs to be translated from English to Russian.","Hello, how can I help you today? Please provide me with the text that needs to be translated from English to Russian.",9/2/1984,9/22/1996,Джей-Си Фулертон,leipeda01,leipeda01,leipd001,leipeda01,leipeda01
8135,leiteal01,,leiteal01h,1965.0,10.0,23.0,США,НГ,То́мс Ривер,,,,,,,Ал,Лидер,,Алоис Терри,,200.0,74.0,"Hello, how can I help you today? Please provide me with the text that needs to be translated from English to Russian.","Hello, how can I help you today? Please provide me with the text that needs to be translated from English to Russian.",9/15/1987,10/2/2005,,leiteal01,leiteal01,leita001,leiteal01,leiteal01
8136,leitema01,,,1963.0,4.0,13.0,США,ИЛ,Джолиет,,,,,,,Марк,Лидер,,Марк Эдвард,,200.0,75.0,R,R,7/24/1990,10/7/2001,,leitema01,leitema01,leitm001,leitema01,leitema01
8139,leitndu01,,,1872.0,6.0,19.0,США,МД,Парктон,1960.0,2.0,20.0,США,МД,Балтимор,Думми,Лейтнер,,Джордж Майкл,,120.0,67.0,"Hello, how can I help you today? Please provide me with the text that needs to be translated from English to Russian.",R,6/29/1901,8/25/1902,,leitndu01,leitndu01,leitd101,leitndu01,leitndu01
8143,lejohdo01,,,1934.0,5.0,13.0,США,ПА,Дайситоун,2005.0,2.0,25.0,США,ПА,Калифорния,Дон,Лэджон,,Дональд Эверетт,,175.0,70.0,R,R,6/30/1965,10/3/1965,,lejohdo01,lejohdo01,lejod101,lejohdo01,lejohdo01
8147,lemasde01,,,1939.0,2.0,25.0,США,Калифорния,Коронавирус,,,,,,,Денни,Лемастер,,Денвер Клейтон,,182.0,73.0,R,"Hello, how can I help you today? Please provide me with the text that needs to be translated from English to Russian.",7/15/1962,6/21/1972,,lemasde01,lemasde01,lemad102,lemasde01,lemasde01
8149,lemaydi01,,,1938.0,8.0,28.0,США,ОХ,Цинциннати,,,,,,,Дик,Лемэй,,Ричард Паул,,190.0,75.0,"Hello, how can I help you today? Please provide me with the text that needs to be translated from English to Russian.","Hello, how can I help you today? Please provide me with the text that needs to be translated from English to Russian.",6/13/1961,7/28/1963,,lemaydi01,lemaydi01,lemad103,lemaydi01,lemaydi01
8153,lemonch01,,lemonch01h,1955.0,2.0,12.0,США,Мएस,Джексон,,,,,,,Чет,Лимон,,Честер Эйрл,"""Джет"".",190.0,72.0,R,R,9/9/1975,10/3/1990,Церритос JC,lemonch01,lemonch01,lemoc001,lemonch01,lemonch01
8154,lemonji01,lemonji01m,,1928.0,3.0,23.0,США,Ва,Ковингтон,2006.0,5.0,14.0,США,Мएस,Брэндон,Джим,Лимон,,Джеймс Роберт,,200.0,76.0,R,R,8/20/1950,9/29/1963,,lemonji01,lemonji01,lemoj101,lemonji01,lemonji01
8163,lentiji01,,,1954.0,7.0,16.0,США,Калифорния,Лос-Анджелес,,,,,,,Джим,Линен,,Джеймс Мэттью,,175.0,72.0,R,R,9/3/1978,10/5/1980,Ла-Верн,lentiji01,lentiji01,lentj101,lentiji01,lentiji01
8168,leona01,,,,,,,,,,,,,,,,Леонард,,,,,,,,9/12/1892,9/12/1892,,leona01,leona01,leonu101,leona01,leona01
8174,leonael01,,,1888.0,11.0,12.0,США,Калифорния,Напа,1981.0,5.0,27.0,США,Калифорния,Напа,Эльмер,Леонард,,Эльмер Эллисворт,Тин,210.0,75.0,R,R,6/22/1911,7/27/1911,,leonael01,leonael01,leone101,leonael01,leonael01
8183,leppedo01,,,1930.0,11.0,20.0,США,ТН,Мемфис,,,,,,,Дон,Лепперт,,Эгена,Тигр,175.0,68.0,"Hello, how can I help you today? Please provide me with the text that needs to be translated from English to Russian.",R,4/11/1955,9/25/1955,,leppedo01,leppedo01,leppd102,leppedo01,leppedo01
8184,leppedo02,,,1931.0,10.0,19.0,США,В,Индианаполис,,,,,,,Дон,Лепперт,,Дональд Джордж,,220.0,74.0,R,R,6/18/1961,9/16/1964,,leppedo02,leppedo02,leppd101,leppedo02,leppedo02
8185,lerchra01,,,1954.0,10.0,9.0,США,Калифорния,Сакраменто,,,,,,,Рэнди,Лёрч,,Рэнди Луис,,190.0,77.0,"Hello, how can I help you today? Please provide me with the text that needs to be translated from English to Russian.","Hello, how can I help you today? Please provide me with the text that needs to be translated from English to Russian.",9/14/1975,6/22/1986,,lerchra01,lerchra01,lercr001,lerchra01,lerchra01
8194,leskacu01,,,1968.0,4.0,2.0,США,ПА,Хоместейд,,,,,,,Курт,Лесканиц,,Кёртис Джон,,180.0,72.0,R,R,6/27/1993,10/2/2004,,leskacu01,leskacu01,leskc001,leskacu01,leskacu01
8200,leutz01,,,1851.0,1.0,1.0,Германия,,,1886.0,5.0,21.0,США,Нью-Йорк,Бруклин,Давид,Ленц,Бывший игрок Лютц,Давид,,,,,,5/7/1872,5/21/1872,,leutz01,leutz01,leutu101,leutz01,leutz01
8219,lewisda01,,,1967.0,8.0,28.0,США,Калифорния,Беркли,,,,,,,Дэрен,Лев,,Даррен Джоэл,,180.0,72.0,R,R,8/21/1990,7/30/2002,Кальстант Фулертон,lewisda01,lewisda01,lewid001,lewisda01,lewisda01
8225,lewisjo01,,,1939.0,8.0,10.0,США,АЛ,Гринвилл,,,,,,,Джонни,Лев,,Джонни Джо,,189.0,73.0,"Hello, how can I help you today? Please provide me with the text that needs to be translated from English to Russian.",R,4/14/1964,6/11/1967,,lewisjo01,lewisjo01,lewij102,lewisjo01,lewisjo01
8233,leyriji01,,,1963.0,12.0,27.0,США,ОХ,Лейквуд,,,,,,,Джим,Лейриз,,Джеймс Джозеф,Король,190.0,72.0,R,R,6/8/1990,9/13/2000,Кентукки,leyriji01,leyriji01,leyrj001,leyriji01,leyriji01
8239,librafr01,,,1948.0,5.0,6.0,П.Р.,,Майагüэс,,,,,,,Франки,Либран,,Франсиско (Розас),,168.0,72.0,R,R,9/3/1969,9/28/1969,,librafr01,librafr01,librf101,librafr01,librafr01
8242,liddldo01,,,1925.0,5.0,25.0,США,ИЛ,Гора Кармель,2000.0,6.0,5.0,США,ИЛ,Гора Кармель,Дон,Лидл,,Дональд Евгений,,165.0,70.0,"Hello, how can I help you today? Please provide me with the text that needs to be translated from English to Russian.","Hello, how can I help you today? Please provide me with the text that needs to be translated from English to Russian.",4/17/1953,9/19/1956,,liddldo01,liddldo01,liddd101,liddldo01,liddldo01
8244,liebedu01,,,1910.0,2.0,1.0,США,Калифорния,Аламеда,1961.0,12.0,31.0,США,Калифорния,Савтелль,Нидерландский,Дорогой,,Чарльз Эдвин,,180.0,72.0,R,R,4/18/1935,4/26/1936,,liebedu01,liebedu01,liebd101,liebedu01,liebedu01
8246,liebemi01,,,1972.0,1.0,18.0,США,Калифорния,Глендейл,,,,,,,Майк,Лиеберталь,,Майкл Скотт,Либе́й,170.0,72.0,R,R,6/30/1994,9/22/2007,,liebemi01,liebemi01,liebm001,liebemi01,liebemi01
8247,liebhgl01,,,1883.0,3.0,10.0,США,В,Мильтон,1956.0,7.0,13.0,США,ОХ,Кливленд,Гленн,Лиебхардт,,Гленн Джон,,175.0,70.0,R,R,10/2/1906,8/5/1909,,liebhgl01,liebhgl01,liebg101,liebhgl01,liebhgl01
8253,lillage01,,,1913.0,11.0,12.0,США,Калифорния,Сан-Барбара,1991.0,4.0,12.0,США,Калифорния,Гоелета,Гене,Лиллард,,Роберт Эвейн,,178.0,70.0,R,R,5/8/1936,5/20/1940,,lillage01,lillage01,lillg101,lillage01,lillage01
8274,lindewa01,,,1924.0,3.0,27.0,США,ИЛ,Чикаго,,,,,,,Уолт,Линдэн,,Уолтер Чарльз,,190.0,73.0,R,R,4/30/1950,5/8/1950,,lindewa01,lindewa01,lindw101,lindewa01,lindewa01
8296,linzyfr01,,linzyfr01h,1940.0,9.0,15.0,США,"Добро пожаловать в чат-бота для перевода! Я готов помочь вам перевести текст с английского на русский язык. Просто введите текст, который вы хотите перевести, и я предоставлю вам точный перевод.",Форт-Гиксон,,,,,,,Франк,Линзи,,Франк Альфред,,190.0,73.0,R,R,8/14/1963,9/2/1974,,linzyfr01,linzyfr01,linzf101,linzyfr01,linzyfr01
